Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
14	LAYING	0.233275	51	-0.011342	51	-0.086833	51	-0.917502	51	-0.909697	51	-0.900332	51	-0.145484	51	0.485397	51	0.836563	51	-0.862137	51	-0.948775	51	-0.901304	51	0.098140	51	-0.008315	51	-0.032360	51	-0.971474	51	-0.968128	51	-0.972432	51	0.005052	51	-0.153424	51	0.149124	51	-0.957221	51	-0.932500	51	-0.952297	51	-0.105447	51	-0.037268	51	-0.056617	51	-0.970275	51	-0.968043	51	-0.979711	51	-0.905978	51	-0.856593	51	-0.905978	51	-0.856593	51	-0.972576	51	-0.966451	51	-0.904665	51	-0.913433	51	-0.975621	51	-0.964010	51	-0.933936	51	-0.930367	51	-0.927882	51	-0.911973	51	-0.905221	51	-0.894056	51	-0.442950	51	-0.149752	51	0.031344	51	-0.972011	51	-0.969342	51	-0.968593	51	-0.973491	51	-0.969113	51	-0.974914	51	-0.158599	51	-0.231153	51	-0.088792	51	-0.949959	51	-0.938088	51	-0.949107	51	-0.959740	51	-0.929955	51	-0.957790	51	-0.236882	51	-0.277834	51	0.023333	51	-0.899464	51	-0.859606	51	-0.131771	51	-0.967989	51	-0.963607	51	0.175723	51	-0.930152	51	-0.917760	51	-0.190837	51	-0.966455	51	-0.963666	51	0.121644	51	0.017730	51	0.011660	51	0.045876	51	0.023034	51	0.349116	51	-0.277021	51	-0.688767	51
14	SITTING	0.279991	54	-0.008706	54	-0.100401	54	-0.976302	54	-0.914936	54	-0.922775	54	0.939039	54	-0.036453	54	-0.094597	54	-0.976280	54	-0.950323	54	-0.938416	54	0.074188	54	-0.004362	54	-0.010574	54	-0.980891	54	-0.967828	54	-0.976133	54	-0.044040	54	-0.071348	54	0.092852	54	-0.980830	54	-0.962048	54	-0.952904	54	-0.092161	54	-0.043458	54	-0.052012	54	-0.990284	54	-0.986911	54	-0.982819	54	-0.944198	54	-0.925496	54	-0.944198	54	-0.925496	54	-0.976521	54	-0.973343	54	-0.942756	54	-0.947081	54	-0.988318	54	-0.986964	54	-0.976457	54	-0.932645	54	-0.944126	54	-0.976303	54	-0.911591	54	-0.917678	54	-0.145044	54	-0.090428	54	-0.035796	54	-0.981567	54	-0.968952	54	-0.972752	54	-0.981921	54	-0.968944	54	-0.978180	54	0.003571	54	-0.232144	54	-0.149511	54	-0.978577	54	-0.969807	54	-0.957021	54	-0.981573	54	-0.958227	54	-0.956029	54	-0.107487	54	-0.341283	54	-0.083499	54	-0.940590	54	-0.929194	54	0.015368	54	-0.972985	54	-0.972959	54	0.198414	54	-0.963321	54	-0.946518	54	-0.171971	54	-0.987324	54	-0.987065	54	0.074068	54	0.027602	54	0.014669	54	0.003236	54	-0.059581	54	-0.804409	54	0.108708	54	0.089215	54
14	STANDING	0.280546	60	-0.015208	60	-0.103818	60	-0.973269	60	-0.928526	60	-0.922276	60	0.875320	60	-0.226692	60	-0.338175	60	-0.972005	60	-0.965781	60	-0.940758	60	0.073793	60	0.005796	60	-0.007208	60	-0.978249	60	-0.966362	60	-0.970767	60	-0.022089	60	-0.055811	60	0.079048	60	-0.961092	60	-0.946281	60	-0.946589	60	-0.100718	60	-0.045010	60	-0.050904	60	-0.969949	60	-0.970693	60	-0.974688	60	-0.943457	60	-0.936736	60	-0.943457	60	-0.936736	60	-0.972966	60	-0.970437	60	-0.943530	60	-0.931426	60	-0.974873	60	-0.966834	60	-0.972700	60	-0.942178	60	-0.942422	60	-0.973606	60	-0.926056	60	-0.917782	60	-0.245905	60	-0.138431	60	0.002530	60	-0.978182	60	-0.967250	60	-0.966718	60	-0.980397	60	-0.967830	60	-0.973594	60	0.023759	60	-0.212197	60	-0.069083	60	-0.957112	60	-0.950836	60	-0.951000	60	-0.962741	60	-0.944307	60	-0.950163	60	-0.306016	60	-0.278004	60	-0.198897	60	-0.949715	60	-0.939800	60	-0.037470	60	-0.970214	60	-0.969678	60	0.214252	60	-0.944406	60	-0.934816	60	-0.191031	60	-0.969176	60	-0.966019	60	0.012541	60	0.007430	60	0.017585	60	-0.102584	60	-0.005889	60	-0.601581	60	0.238063	60	0.260359	60
14	WALKING	0.271960	59	-0.021779	59	-0.106756	59	-0.402639	59	-0.053613	59	0.051884	59	0.802974	59	-0.270315	59	-0.422495	59	-0.974817	59	-0.954456	59	-0.947517	59	0.072088	59	0.024116	59	0.019972	59	-0.454497	59	-0.344340	59	-0.472791	59	-0.003477	59	-0.082968	59	0.051322	59	-0.600388	59	-0.014839	59	-0.126091	59	-0.110656	59	-0.043897	59	-0.038883	59	-0.571760	59	-0.536738	59	-0.497188	59	-0.144405	59	-0.363806	59	-0.144405	59	-0.363806	59	-0.377293	59	-0.439747	59	-0.137209	59	-0.201402	59	-0.519895	59	-0.606103	59	-0.421498	59	-0.174602	59	-0.177366	59	-0.395860	59	-0.054271	59	0.085489	59	-0.358805	59	-0.143667	59	-0.175529	59	-0.472361	59	-0.376767	59	-0.415899	59	-0.484798	59	-0.353527	59	-0.528890	59	-0.255901	59	-0.363464	59	-0.323114	59	-0.508596	59	-0.215895	59	-0.212926	59	-0.630082	59	0.083295	59	-0.180233	59	-0.159442	59	-0.420296	59	-0.360970	59	-0.373517	59	-0.457490	59	-0.036833	59	-0.431591	59	-0.453426	59	0.164708	59	-0.311386	59	-0.265505	59	-0.039835	59	-0.591037	59	-0.655678	59	0.200917	59	0.059463	59	0.008461	59	-0.066710	59	0.066740	59	-0.497783	59	0.269741	59	0.325065	59
14	WALKING_DOWNSTAIRS	0.293422	45	-0.020014	45	-0.092833	45	0.017831	45	0.378870	45	0.451576	45	0.816296	45	-0.264255	45	-0.392556	45	-0.919099	45	-0.920726	45	-0.879565	45	0.042863	45	0.029134	45	0.010495	45	0.012960	45	0.192792	45	-0.133634	45	-0.014708	45	-0.094529	45	0.035334	45	-0.354552	45	0.056990	45	0.356199	45	-0.108620	45	-0.074059	45	-0.061598	45	-0.537002	45	-0.284318	45	0.091386	45	0.185538	45	0.428406	45	0.185538	45	0.428406	45	0.035360	45	0.194709	45	0.166340	45	-0.066514	45	-0.275121	45	-0.274744	45	0.021254	45	0.371482	45	0.280736	45	0.014083	45	0.293634	45	0.427564	45	-0.349610	45	-0.007777	45	-0.098434	45	-0.033782	45	0.164775	45	-0.024879	45	-0.030240	45	0.138738	45	-0.244857	45	-0.271012	45	-0.306939	45	-0.295300	45	-0.295316	45	0.013208	45	0.492414	45	-0.378883	45	0.074139	45	0.182795	45	-0.250106	45	-0.207057	45	-0.113453	45	0.471905	45	0.178685	45	0.000464	45	0.186223	45	0.194263	45	-0.001709	45	-0.078757	45	-0.223927	45	0.080035	45	-0.254747	45	-0.356849	45	0.052934	45	0.003550	45	0.106422	45	0.059740	45	0.005650	45	-0.526550	45	0.266239	45	0.303781	45
14	WALKING_UPSTAIRS	0.262421	54	-0.020439	54	-0.112280	54	-0.309397	54	0.307196	54	0.609018	54	0.688256	54	-0.322680	54	-0.495089	54	-0.928524	54	-0.907231	54	-0.875451	54	0.080330	54	-0.018313	54	0.003442	54	-0.368780	54	-0.336427	54	-0.327869	54	0.081384	54	-0.123500	54	-0.044138	54	-0.454283	54	0.476519	54	0.564876	54	-0.128267	54	-0.020775	54	-0.013724	54	-0.646611	54	-0.371480	54	-0.359817	54	0.140108	54	-0.019769	54	0.140108	54	-0.019769	54	-0.283664	54	-0.337086	54	0.365779	54	0.299976	54	-0.399922	54	-0.485819	54	-0.323508	54	0.016394	54	0.191694	54	-0.304980	54	0.356073	54	0.687124	54	-0.389134	54	-0.366543	54	-0.367877	54	-0.383497	54	-0.347607	54	-0.264008	54	-0.410968	54	-0.371572	54	-0.391078	54	-0.263935	54	-0.487348	54	-0.521529	54	-0.441048	54	0.118688	54	0.196703	54	-0.464743	54	0.646234	54	0.522454	54	-0.389724	54	-0.521877	54	-0.501573	54	-0.075985	54	-0.143254	54	-0.168724	54	-0.288744	54	-0.409848	54	0.039929	54	0.048859	54	0.236660	54	-0.287413	54	-0.457251	54	-0.564964	54	0.076347	54	0.072254	54	-0.009154	54	-0.223951	54	0.133237	54	-0.379674	54	0.311607	54	0.390444	54
15	LAYING	0.289476	72	-0.016630	72	-0.118530	72	-0.972256	72	-0.962759	72	-0.929587	72	-0.171993	72	0.899243	72	-0.036919	72	-0.961510	72	-0.986036	72	-0.950710	72	0.076752	72	0.012398	72	-0.004439	72	-0.981739	72	-0.970922	72	-0.978403	72	-0.016830	72	-0.061970	72	0.113452	72	-0.957168	72	-0.961143	72	-0.956537	72	-0.102267	72	-0.041588	72	-0.062433	72	-0.973924	72	-0.980483	72	-0.980113	72	-0.955341	72	-0.943314	72	-0.955341	72	-0.943314	72	-0.979890	72	-0.973644	72	-0.944605	72	-0.924043	72	-0.983235	72	-0.973650	72	-0.974016	72	-0.962461	72	-0.951566	72	-0.971719	72	-0.964590	72	-0.923924	72	-0.148912	72	0.240597	72	0.062747	72	-0.981330	72	-0.970833	72	-0.974776	72	-0.983949	72	-0.973215	72	-0.980745	72	0.114787	72	0.014106	72	0.001034	72	-0.955414	72	-0.964311	72	-0.958190	72	-0.958224	72	-0.959992	72	-0.960016	72	-0.154987	72	-0.146020	72	0.000812	72	-0.956001	72	-0.945509	72	0.127358	72	-0.973681	72	-0.972530	72	0.273485	72	-0.946813	72	-0.923682	72	-0.196344	72	-0.975728	72	-0.972646	72	0.088667	72	0.004157	72	-0.018712	72	-0.029451	72	0.001836	72	0.372891	72	-0.719413	72	0.048918	72
15	SITTING	0.272903	59	-0.011719	59	-0.113661	59	-0.987084	59	-0.922407	59	-0.949338	59	0.890364	59	0.210849	59	0.002816	59	-0.982621	59	-0.943561	59	-0.952974	59	0.078479	59	-0.008984	59	-0.002372	59	-0.988162	59	-0.978127	59	-0.987011	59	-0.037711	59	-0.080343	59	0.095198	59	-0.988204	59	-0.975322	59	-0.963766	59	-0.095365	59	-0.039607	59	-0.052415	59	-0.992889	59	-0.990313	59	-0.987937	59	-0.958670	59	-0.937978	59	-0.958670	59	-0.937978	59	-0.986108	59	-0.984639	59	-0.957332	59	-0.963475	59	-0.992189	59	-0.989720	59	-0.986620	59	-0.938926	59	-0.963227	59	-0.987385	59	-0.919163	59	-0.945705	59	-0.000042	59	0.096686	59	0.151053	59	-0.988106	59	-0.978159	59	-0.984908	59	-0.989314	59	-0.979713	59	-0.987694	59	0.240023	59	-0.000007	59	0.039756	59	-0.986153	59	-0.979202	59	-0.966732	59	-0.988882	59	-0.973456	59	-0.966229	59	0.105476	59	-0.154626	59	-0.008673	59	-0.949752	59	-0.941196	59	0.157506	59	-0.984689	59	-0.983276	59	0.242818	59	-0.973762	59	-0.963378	59	-0.054404	59	-0.990181	59	-0.989504	59	0.208017	59	0.001280	59	0.012238	59	0.027478	59	-0.008046	59	-0.734756	59	-0.065903	59	0.019616	59
15	STANDING	0.278916	53	-0.018352	53	-0.105911	53	-0.988949	53	-0.931900	53	-0.951670	53	0.965529	53	-0.164713	53	0.064598	53	-0.988432	53	-0.965688	53	-0.958810	53	0.075228	53	0.006173	53	-0.006587	53	-0.985459	53	-0.967720	53	-0.985302	53	-0.026243	53	-0.065964	53	0.076195	53	-0.947791	53	-0.971333	53	-0.968167	53	-0.101359	53	-0.043851	53	-0.052278	53	-0.971514	53	-0.988107	53	-0.981293	53	-0.961208	53	-0.948600	53	-0.961208	53	-0.948600	53	-0.981495	53	-0.979995	53	-0.946961	53	-0.931287	53	-0.984407	53	-0.981433	53	-0.986725	53	-0.943349	53	-0.965474	53	-0.990061	53	-0.930286	53	-0.947906	53	0.062718	53	-0.034499	53	0.099396	53	-0.985353	53	-0.967885	53	-0.982632	53	-0.986934	53	-0.969934	53	-0.986654	53	0.267948	53	-0.173615	53	0.065048	53	-0.950380	53	-0.975134	53	-0.968265	53	-0.948275	53	-0.969443	53	-0.971282	53	-0.188671	53	-0.130161	53	-0.051238	53	-0.960337	53	-0.950204	53	0.032896	53	-0.979079	53	-0.980184	53	0.293685	53	-0.956734	53	-0.928838	53	-0.199914	53	-0.983188	53	-0.980330	53	0.057024	53	-0.002320	53	0.022293	53	0.061824	53	0.130431	53	-0.841920	53	0.196111	53	-0.023141	53
15	WALKING	0.273899	54	-0.017081	54	-0.107622	54	-0.327962	54	0.138913	54	-0.518933	54	0.951524	54	-0.233918	54	0.075736	54	-0.978397	54	-0.971057	54	-0.958059	54	0.089777	54	0.008906	54	0.000659	54	-0.373218	54	-0.031927	54	-0.686268	54	-0.055488	54	-0.061243	54	0.084248	54	-0.329625	54	-0.420865	54	-0.486533	54	-0.077669	54	-0.055254	54	-0.051098	54	-0.283768	54	-0.702403	54	-0.591669	54	-0.186515	54	-0.323878	54	-0.186515	54	-0.323878	54	-0.320129	54	-0.310071	54	-0.243711	54	-0.425798	54	-0.543980	54	-0.637786	54	-0.317441	54	0.111321	54	-0.554942	54	-0.332521	54	0.080565	54	-0.537026	54	-0.395518	54	0.029176	54	-0.005908	54	-0.390822	54	-0.066938	54	-0.648905	54	-0.411500	54	-0.060684	54	-0.723051	54	-0.292088	54	-0.330560	54	-0.186832	54	-0.253399	54	-0.535422	54	-0.461464	54	-0.357633	54	-0.365361	54	-0.543998	54	-0.149193	54	-0.339593	54	-0.048517	54	-0.275156	54	-0.458345	54	0.078226	54	-0.289754	54	-0.342412	54	0.016417	54	-0.489166	54	-0.481750	54	-0.045881	54	-0.645075	54	-0.654010	54	0.007060	54	0.011383	54	-0.078827	54	0.040558	54	-0.128636	54	-0.778196	54	0.243545	54	-0.030772	54
15	WALKING_DOWNSTAIRS	0.280199	42	-0.005630	42	-0.110526	42	0.406471	42	0.186532	42	-0.281982	42	0.932302	42	-0.167462	42	0.078882	42	-0.942806	42	-0.925686	42	-0.934008	42	0.071146	42	0.015116	42	-0.010021	42	0.134594	42	0.015806	42	-0.404006	42	-0.136619	42	-0.034676	42	0.071176	42	-0.318693	42	-0.373208	42	-0.250648	42	-0.048253	42	-0.049542	42	-0.033921	42	-0.455981	42	-0.574964	42	-0.394542	42	0.320449	42	0.353204	42	0.320449	42	0.353204	42	-0.037267	42	0.159632	42	-0.121686	42	-0.284250	42	-0.509467	42	-0.563640	42	0.235310	42	0.167518	42	-0.259812	42	0.466326	42	0.119994	42	-0.357408	42	-0.445577	42	0.023364	42	0.180749	42	0.061969	42	-0.026977	42	-0.345377	42	0.108063	42	-0.007229	42	-0.461599	42	-0.377131	42	-0.386323	42	-0.117402	42	-0.227360	42	-0.402332	42	-0.183195	42	-0.351630	42	-0.360973	42	-0.343673	42	-0.246347	42	-0.134716	42	-0.064512	42	0.331150	42	0.153124	42	-0.058179	42	0.158413	42	0.150508	42	-0.079966	42	-0.373899	42	-0.349387	42	-0.110971	42	-0.565396	42	-0.593472	42	0.056416	42	0.033468	42	0.016709	42	0.306098	42	-0.130835	42	-0.829412	42	0.200251	42	-0.034022	42
15	WALKING_UPSTAIRS	0.270188	48	-0.028752	48	-0.116952	48	-0.026097	48	-0.004065	48	-0.379717	48	0.918545	48	-0.314961	48	0.081180	48	-0.952562	48	-0.927649	48	-0.921618	48	0.072972	48	-0.004174	48	-0.005259	48	-0.186945	48	-0.311861	48	-0.748809	48	0.090334	48	-0.154721	48	0.091168	48	-0.415251	48	-0.330233	48	-0.477366	48	-0.144486	48	-0.036542	48	-0.076724	48	-0.525534	48	-0.763054	48	-0.657908	48	-0.000971	48	-0.136552	48	-0.000971	48	-0.136552	48	-0.316050	48	-0.313364	48	-0.201217	48	-0.288429	48	-0.663637	48	-0.748955	48	-0.074633	48	-0.101935	48	-0.539591	48	-0.008382	48	-0.019133	48	-0.349600	48	-0.505014	48	-0.149771	48	-0.250962	48	-0.237053	48	-0.338102	48	-0.714554	48	-0.207232	48	-0.330391	48	-0.783005	48	-0.439500	48	-0.468497	48	-0.313515	48	-0.361097	48	-0.517025	48	-0.485702	48	-0.437225	48	-0.243612	48	-0.523744	48	-0.284367	48	-0.465210	48	-0.219123	48	-0.165242	48	-0.255659	48	-0.038302	48	-0.261957	48	-0.391313	48	0.100960	48	-0.453694	48	-0.308586	48	-0.291978	48	-0.731422	48	-0.793104	48	0.144011	48	0.044357	48	-0.022176	48	-0.366352	48	0.167930	48	-0.696283	48	0.300676	48	-0.034670	48
16	LAYING	0.274227	70	-0.016610	70	-0.107310	70	-0.973691	70	-0.943061	70	-0.965490	70	-0.206784	70	-0.019927	70	0.893884	70	-0.963762	70	-0.966087	70	-0.967886	70	0.078396	70	0.013281	70	-0.001541	70	-0.988417	70	-0.984867	70	-0.987644	70	-0.016155	70	-0.113675	70	0.096621	70	-0.977011	70	-0.970748	70	-0.984781	70	-0.102210	70	-0.034774	70	-0.057679	70	-0.985835	70	-0.989047	70	-0.994465	70	-0.961835	70	-0.957896	70	-0.961835	70	-0.957896	70	-0.988350	70	-0.987891	70	-0.951777	70	-0.959020	70	-0.990840	70	-0.988212	70	-0.980213	70	-0.963636	70	-0.974580	70	-0.971409	70	-0.937084	70	-0.962524	70	-0.346414	70	-0.183018	70	0.130679	70	-0.988580	70	-0.984753	70	-0.985545	70	-0.989287	70	-0.986215	70	-0.988349	70	0.065597	70	-0.018580	70	0.065208	70	-0.975892	70	-0.976093	70	-0.985958	70	-0.977510	70	-0.968135	70	-0.985731	70	-0.125552	70	-0.215508	70	0.100236	70	-0.968021	70	-0.958112	70	-0.121302	70	-0.987515	70	-0.987247	70	0.353266	70	-0.970250	70	-0.958975	70	-0.124999	70	-0.988695	70	-0.988058	70	0.090988	70	0.053927	70	0.025966	70	0.005214	70	0.056478	70	0.398208	70	0.098221	70	-0.756498	70
16	SITTING	0.280769	69	-0.010250	69	-0.089140	69	-0.986826	69	-0.951608	69	-0.939672	69	0.942457	69	-0.086588	69	0.089268	69	-0.980158	69	-0.968023	69	-0.945814	69	0.073435	69	0.009856	69	-0.011503	69	-0.990861	69	-0.981801	69	-0.983487	69	-0.041201	69	-0.057453	69	0.079574	69	-0.981037	69	-0.958337	69	-0.960288	69	-0.095720	69	-0.045037	69	-0.058837	69	-0.989583	69	-0.990622	69	-0.988364	69	-0.961880	69	-0.941051	69	-0.961880	69	-0.941051	69	-0.987473	69	-0.983615	69	-0.946417	69	-0.937942	69	-0.992445	69	-0.988261	69	-0.987044	69	-0.961457	69	-0.959552	69	-0.986892	69	-0.949829	69	-0.934652	69	-0.007579	69	0.149988	69	0.131560	69	-0.990964	69	-0.981752	69	-0.981178	69	-0.991568	69	-0.983231	69	-0.984362	69	0.203453	69	-0.027203	69	0.011017	69	-0.978633	69	-0.966796	69	-0.960058	69	-0.982058	69	-0.954344	69	-0.964270	69	0.138693	69	-0.174806	69	0.207113	69	-0.958335	69	-0.942588	69	0.240617	69	-0.983969	69	-0.982191	69	0.320055	69	-0.954061	69	-0.938863	69	0.000688	69	-0.989363	69	-0.987506	69	0.232632	69	0.017963	69	-0.000160	69	0.007787	69	-0.023178	69	-0.799719	69	0.143000	69	-0.041126	69
16	STANDING	0.283497	78	-0.016600	78	-0.103658	78	-0.989077	78	-0.960298	78	-0.953469	78	0.941588	78	-0.057887	78	-0.166737	78	-0.985360	78	-0.980552	78	-0.959563	78	0.073644	78	0.012077	78	-0.004763	78	-0.991026	78	-0.982622	78	-0.988074	78	-0.029934	78	-0.068668	78	0.086734	78	-0.973400	78	-0.980110	78	-0.982357	78	-0.100107	78	-0.042498	78	-0.054434	78	-0.987102	78	-0.992589	78	-0.992699	78	-0.969949	78	-0.957294	78	-0.969949	78	-0.957294	78	-0.989205	78	-0.986762	78	-0.972528	78	-0.964106	78	-0.992849	78	-0.990809	78	-0.989428	78	-0.969314	78	-0.970000	78	-0.989101	78	-0.958174	78	-0.948540	78	-0.016237	78	0.067357	78	0.052516	78	-0.991039	78	-0.982425	78	-0.986092	78	-0.991847	78	-0.984236	78	-0.988658	78	0.267452	78	-0.011076	78	-0.005278	78	-0.973157	78	-0.983594	78	-0.983639	78	-0.973927	78	-0.978402	78	-0.983527	78	-0.117570	78	-0.180189	78	0.007915	78	-0.971083	78	-0.957174	78	0.092492	78	-0.986503	78	-0.985913	78	0.344674	78	-0.975449	78	-0.963575	78	-0.083594	78	-0.991172	78	-0.990673	78	0.211078	78	0.005918	78	0.041008	78	0.036809	78	-0.003846	78	-0.788614	78	0.123302	78	0.138687	78
16	WALKING	0.276024	51	-0.020429	51	-0.108804	51	-0.404693	51	-0.314570	51	-0.159800	51	0.925981	51	-0.066825	51	-0.217351	51	-0.982470	51	-0.973785	51	-0.961387	51	0.077022	51	0.009684	51	0.003608	51	-0.396224	51	-0.425564	51	-0.440258	51	-0.015172	51	-0.069596	51	0.081865	51	-0.654172	51	-0.612594	51	-0.365490	51	-0.110917	51	-0.043388	51	-0.053299	51	-0.675890	51	-0.712238	51	-0.571265	51	-0.258767	51	-0.471809	51	-0.258767	51	-0.471809	51	-0.363144	51	-0.403387	51	-0.485932	51	-0.665078	51	-0.671542	51	-0.722808	51	-0.394790	51	-0.321501	51	-0.244363	51	-0.409070	51	-0.354371	51	-0.180501	51	-0.350682	51	-0.027039	51	0.030981	51	-0.441406	51	-0.454271	51	-0.422332	51	-0.402884	51	-0.433613	51	-0.456636	51	-0.330912	51	-0.396512	51	-0.453929	51	-0.595746	51	-0.619732	51	-0.432885	51	-0.673741	51	-0.611941	51	-0.403220	51	-0.184032	51	-0.087048	51	-0.285079	51	-0.410463	51	-0.592151	51	0.175600	51	-0.378278	51	-0.441448	51	0.092200	51	-0.669229	51	-0.721137	51	0.179727	51	-0.720682	51	-0.745727	51	0.107676	51	0.014808	51	0.010001	51	-0.109617	51	0.087858	51	-0.734721	51	0.129418	51	0.174356	51
